client_id,site_id,client_name,website,website_confidence,primary_carwash_type,classify_confidence,secondary_types,reasoning
rockislandexp_000286,1,Rock Island Express,http://www.briteworx.com/,90,Express Tunnel,0.95,,"The website describes features and services that align closely with an Express Tunnel car wash model. Key markers such as 'state of the art cleaning technology,' 'free vacuums,' '3 minutes to clean,' and the availability of an 'Always Clean Club' with unlimited membership strongly indicate that this is a conveyor-based express car wash. While free vacuums add convenience for customers, the absence of indications like interior cleaning or manual spray usage eliminates Full Service and Self-Serve classifications. The mention of 'soft touch wash,' rather than brushless or manual options, further corroborates the Express Tunnel classification."
rocknrollexpress_000224,1,Rock N Roll Express Car Wash,http://www.rockncarwash.com/,90,Express Tunnel,0.95,,"The scraped text strongly indicates that this is an Express Tunnel car wash. The key markers include terms like 'Unlimited Pass,' 'Express,' 'Single Wash,' and 'Free Vacuums.' These are consistent with the model of an express tunnel wash, where customers stay in their vehicles, and the wash is performed via a conveyorized tunnel system. Additionally, the presence of defined membership tiers and single-wash pricing, along with mention of 'Turbo Dry,' further supports this classification. No evidence suggests interior cleaning services, manual self-serve washes, or mobile services, eliminating other categories. Hence, 'Express Tunnel' is confidently assigned as the primary type."
rollingthunder_000507,1,Rolling Thunder,http://rollingthunderexpresscarwash.com/,90,Express Tunnel,0.98,,"The website mentions a conveyor belt system ('Belt Conveyor'), unlimited membership options, and the ability to stay in the vehicle during the process. Services such as tire shine, drying agents, and multiple wash chemical steps suggest an automated, express tunnel operation. The presence of free vacuums is consistent with common offerings of express tunnel washes. There is no mention of manual or hand washing, detailing, or mobile services, which ruled out other classifications like 'Hand Wash/Detail,' 'Mobile,' or 'Self-Serve.' Additionally, the absence of terms like 'touchless' or 'pull into bay' indicates this is neither a Touchless nor In-Bay Automatic car wash."
rosehillcw_000720,1,Rosehill Car Wash,https://rosehillcarwashllc.com/,90,Full Service,0.95,Express Tunnel;Flex,"The text heavily emphasizes full-service offerings (e.g., interior cleaning, hand-drying, vacuuming, precision work by staff, café experience), which aligns strongly with the Full Service classification. Additionally, features like the exterior-only lane suggest Express Tunnel or Flex as secondary classifications. The presence of a dedicated lane for faster service and full tunnel washes supports this reasoning."
rocksedge_000548,1,Rocks Edge,https://www.rocksedgecarwash.org/,90,Express Tunnel,0.95,Unlimited Memberships,"The presence of terms like 'Express Wash' in the title, 'Unlimited Washes,' and 'One Low Monthly Cost' indicates an Express Tunnel-style car wash. The 'Cancel Anytime'* clause suggests a focus on membership-based exterior washes. No mention of interior cleaning, self-serve options, hand drying, or manual work was made. Additionally, the images and descriptions emphasize ease of access and efficiency, which aligns with the Express Tunnel model."
royalwindsor,1,Car Pride Auto Spa,https://carprideautospa.com/?utm_source=GMB&utm_medium=Website&utm_campaign=Visit,90,Hand Wash / Detail,0.95,Full Service;Mobile,"The website text indicates that Car Pride Auto Spa primarily provides hand wash and detailing services, as evidenced by the emphasis on 'Express Detailing', 'Fine Detailing', and 'Motorcycle Services'. Phrases such as 'home of award-winning basic in & out wash', 'professional detailing', and 'attention to every detail' align with Hand Wash / Detail classification. The mention of loyalty rewards and service packages suggests benefits akin to Full Service or Mobile options, but the primary focus remains on manually-intensive detailing and high-touch services."
royalsplash_000068,1,Royal Splash Car Wash,,0,Unknown,0.0,,no confident website found
russellspeeders,1,Russell Speeders Avon,https://speeders.com/,90,Flex,0.95,Express Tunnel;Self-Serve,"The webpage mentions express tunnel-style washing with terms like 'cutting-edge exterior cleaning technologies' and 'unlimited memberships,' which are indicative of an Express Tunnel car wash. Additionally, the reference to 'detailing services' and 'fully stocked free vacuum and detail stations,' which can be used by customers, suggests a Self-Serve component is included for interior cleaning. The combination of these features suggests this is a Flex car wash, as Flex models often combine express exterior services with optional self-service interior cleaning. While there is clear mention of staff involvement (e.g., 'friendly staff'), this appears to be more related to assisting customers than a Full-Service operation. The confidence score is high due to several markers and consistent alignment with the Flex classification."
route66cw_000310,1,Route 66 Car Wash,https://route66washpo.com,95,Express Tunnel,0.85,Touchless,"The website prominently mentions quick, reliable service and highlights the use of automated, modernized equipment. The presence of terms like 'membership options' suggests that customers can frequently use the service, consistent with Express Tunnel car washes. The mention of 'ceramic coating chemicals' implies that advanced services may also be available, but these are likely add-ons, not the focus of the business. Additionally, an image shows red brushes, which is typical of express tunnel setups. No distinct evidence for services like full-service interior cleaning or self-serve bays was mentioned, so these categories were excluded. A possible secondary type of 'Touchless' is inferred from modernized equipment using advanced chemicals, though this is less emphasized, leading to it being secondary."
sammysexpresscw_000254,1,Sammy's Express Car Wash,www.sammyscw.com,95,Express Tunnel,0.95,,"The scraped text provides several indicators that strongly suggest Big Sammy's Car Wash is an Express Tunnel. Phrases such as 'Clean, Shiny, Dry in 5 Minutes,' 'Flat conveyor,' and 'Stay in vehicle' align with the characteristics of an Express Tunnel. The mention of an 'Unlimited Wash Club,' paired with 'no contract' and 'wash as often as you want,' reinforces this classification. Additionally, the facility offers self-service vacuums and towels as complementary add-ons, which is a common feature of Express Tunnel operations. The lack of references to interior cleaning, self-serve washing with a spray wand, or hand-washing services rules out other types such as Full Service, Self-Serve, or Hand Wash/Detail. The high confidence score reflects the presence of numerous markers and the absence of conflicting evidence."
sammysexpresscw_000254,3,Sammy's Express Car Wash,www.sammyscw.com,95,Express Tunnel,0.95,Self-Serve,"The website and reviews emphasize features like a flat conveyor, stay-in-vehicle washing, unlimited membership, and quick 5-minute service—all of which are hallmarks of an Express Tunnel. Additional mentions of free vacuums and towels placed outside for customer use align with secondary Self-Serve capabilities. Customer reviews and descriptions reinforce the Express Tunnel classification due to its automated nature. The confidence score is set to 0.95 due to the overwhelming evidence of an Express Tunnel, but there's a slight secondary consideration for some aspects of Self-Serve washing."
sandiegocarcare_000024,3,San Diego Car Care Costa Verde,http://sandiegocarcare.com/store-locations/rancho-bernardo/?utm_source=Google&utm_medium=Local&utm_campaign=RanchoB-Map,90,Flex,0.95,Full Service;Express Tunnel,"The scraped website text indicates multiple services such as Full Service washes, Express Tunnel washes (with optional membership), and detailing services across San Diego locations, making it align with the Flex classification. The presence of both Full Service offerings (interior vacuum, hand dry) and Express Tunnel features (stay in vehicle, unlimited membership) solidifies this classification. No mentions of self-serve, touchless, in-bay automatic, or mobile services were identified. The Flex classification is strongly supported by the text as it allows customers to choose between express exterior washes or full-service options depending on their location and membership preferences."
